Pcoprophilum_DM1,Pcoprophilum_DM2,Pcoprophilum_DM3,Pcoprophilum_CM1,Pcoprophilum_CM2,Pcoprophilum_CM3,Pnalgiovense_DM1,Pnalgiovense_DM2,Pnalgiovense_DM3,Pnalgiovense_CM1,Pnalgiovense_CM2,Pnalgiovense_CM3,Ppolonicum_DM1,Ppolonicum_DM2,Ppolonicum_DM3,Ppolonicum_CM1,Ppolonicum_CM2,Ppolonicum_CM3,Pantarcticum_DM1,Pantarcticum_DM2,Pantarcticum_DM3,Pantarcticum_CM1,Pantarcticum_CM2,Pantarcticum_CM3,Pvulpinum_DM1,Pvulpinum_DM2,Pvulpinum_DM3,Pvulpinum_CM1,Pvulpinum_CM2,Pvulpinum_CM3,Parizonense_DM1,Parizonense_DM2,Parizonense_DM3,Parizonense_CM1,Parizonense_CM2,Parizonense_CM3,Psolitum_DM1,Psolitum_DM2,Psolitum_DM3,Psolitum_CM1,Psolitum_CM2,Psolitum_CM3,Pdecumbens_DM1,Pdecumbens_DM2,Pdecumbens_DM3,Pdecumbens_CM1,Pdecumbens_CM2,Pdecumbens_CM3,Pflavigenum_DM1,Pflavigenum_DM2,Pflavigenum_DM3,Pflavigenum_CM1,Pflavigenum_CM2,Pflavigenum_CM3,Psteckii_DM1,Psteckii_DM2,Psteckii_DM3,Psteckii_CM1,Psteckii_CM2,Psteckii_CM3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0.08,0.083727778,0.55,0.43,0.433333333,0.208611111,0.215,0.215,0.23,0.2,0.2,0.085833333,0.085833333,0.085277778,0.233333333,0.256388889,0.263055556,0.116666667,0.1,0.116666666,0.111447222,0.111383333,0.111383333,0.085277778,0.083333333,0.083333333,0.433333333,0.45,0.45,0.133333334,0.133333334,0.116666667,0.133333333,0.133333333,0.133333333,0.150186111,0.150180556,0.150175,0.148333333,0.148338889,0.148338889,0.124144444,0.123611111,0.123044444,0.5,0.5,0.483333333,0.1,0.088055555,0.088055556,0.030833333,0,0.033333333,0.088333333,0.121911111,0.122222222,0.270277778,0.276944445,0.284166667
0.17,0.17,0.165019445,0.67,0.55,0.554444444,0.324722222,0.330833333,0.330833333,0.34,0.3,0.4,0.171944444,0.171666667,0.170833333,0.35,0.368055556,0.375833333,0.216666667,0.216666667,0.216666667,0.220891667,0.222755555,0.222755555,0.172777778,0.183333333,0.183333333,0.566666667,0.570555556,0.566666667,0.266666667,0.266666667,0.25,0.266666667,0.266666667,0.266666667,0.298622222,0.298625,0.300438889,0.298483333,0.298458333,0.298458333,0.246408333,0.245697222,0.247105555,0.6,0.6,0.588611111,0.183333333,0.1725,0.172222222,0.095555556,0.1,0.098055555,0.1725,0.244133333,0.249166667,0.3825,0.388611112,0.395
0.25,0.25,0.248266667,0.8,0.68,0.678333333,0.464444445,0.470555556,0.470555556,0.48,0.5,0.5,0.256111111,0.256111111,0.256944444,0.5,0.51,0.516111111,0.333333333,0.333333333,0.333333333,0.33225,0.332186111,0.332186111,0.256944444,0.266666667,0.266666667,0.683333333,0.696388889,0.7,0.383333333,0.4,0.383333333,0.4,0.4,0.383333333,0.448713889,0.448719444,0.448733333,0.446897222,0.446883333,0.446883333,0.368544444,0.369783333,0.369333333,0.7,0.7,0.7125,0.266666667,0.258333333,0.258333333,0.160277778,0.2,0.164444444,0.258611111,0.370580556,0.372222222,0.522777778,0.52888889,0.535277778
0.33,0.33,0.329669445,0.93,0.8,0.803055556,0.609722222,0.616111111,0.616111111,0.63,0.6,0.6,0.342222222,0.342222222,0.341111111,0.65,0.657222222,0.665555556,0.45,0.433333333,0.45,0.444513889,0.444591667,0.444591667,0.341111111,0.35,0.35,0.816666667,0.821388889,0.816666667,0.516666667,0.533333333,0.516666667,0.516666667,0.533333333,0.516666667,0.596991667,0.598827778,0.598836111,0.596975,0.597008333,0.597008333,0.492930556,0.492225,0.491777778,0.8,0.8,0.838888889,0.35,0.342777778,0.3425,0.225,0.2,0.229166667,0.342777778,0.494286111,0.494722222,0.671944444,0.678333334,0.684444444
0.41,0.41,0.411066667,1.05,0.93,0.933055556,0.753611111,0.76,0.76,0.77,0.8,0.8,0.426944444,0.426666667,0.427222222,0.783333333,0.8,0.806111111,0.566666667,0.55,0.55,0.559194444,0.559222222,0.559222222,0.4275,0.433333333,0.433333333,0.933333333,0.948888889,0.95,0.65,0.666666667,0.65,0.65,0.666666667,0.65,0.747502778,0.747475,0.747522222,0.745588889,0.745536111,0.745536111,0.576833333,0.576416667,0.576166667,0.9,1,0.965,0.433333333,0.427222222,0.428888889,0.291388889,0.3,0.293888889,0.429166667,0.616644444,0.619166667,0.812777778,0.819166667,0.825277778
0.49,0.49,0.494372222,1.18,1.06,1.056666667,0.897222222,0.903333333,0.903333333,0.92,0.9,0.9,0.511388889,0.513055556,0.511944444,0.933333333,0.941388889,0.9475,0.666666667,0.666666667,0.666666667,0.670569444,0.670511111,0.670511111,0.511944445,0.516666667,0.516666667,1.066666667,1.0725,1.066666667,0.783333333,0.783333333,0.783333333,0.783333333,0.8,0.783333333,0.897755556,0.897716667,0.897702778,0.895783333,0.895788889,0.895788889,0.660513889,0.661758333,0.661280556,1.1,1.1,1.088888889,0.516666667,0.513333333,0.513333333,0.356111111,0.4,0.358888889,0.513611111,0.739183333,0.741388889,0.956111111,0.962500001,0.968611111
0.58,0.58,0.575730556,1.3,1.18,1.180277778,1.038333333,1.044722222,1.044722222,1.06,1.1,1.1,0.597777778,0.597777778,0.598055555,1.066666667,1.084722222,1.090833333,0.783333333,0.783333333,0.783333333,0.781902778,0.781872222,0.781872222,0.598055555,0.6,0.6,1.183333333,1.196111111,1.2,0.916666667,0.916666667,0.916666667,0.916666667,0.916666667,0.916666667,1.047072222,1.047141667,1.047163889,1.04535,1.047241667,1.047241667,0.744941667,0.744236111,0.743797222,1.2,1.2,1.212222222,0.6,0.598055556,0.598055555,0.420833333,0.4,0.423333333,0.600277778,0.863433333,0.863888889,1.0975,1.10388889,1.11
0.66,0.66,0.658927778,1.42,1.3,1.303611111,1.179722222,1.187777778,1.187777778,1.2,1.2,1.2,0.682222222,0.681944445,0.683055556,1.216666667,1.225833333,1.231944445,0.9,0.883333333,0.883333333,0.893169445,0.893172222,0.893172222,0.682777778,0.683333333,0.683333333,1.316666667,1.319722222,1.316666667,1.05,1.05,1.05,1.05,1.05,1.05,1.205730556,1.205777778,1.205744444,1.203916667,1.203916667,1.203916667,0.827505555,0.826816667,0.828255555,1.3,1.3,1.337777778,0.7,0.684444444,0.684166667,0.607777778,0.6,0.610277778,0.684444444,0.985722222,0.986388889,1.238611111,1.246944445,1.253055556
0.74,0.74,0.740166667,1.55,1.43,1.4275,1.323055556,1.329166667,1.329166667,1.34,1.3,1.4,0.768333333,0.768333334,0.768888889,1.35,1.368888889,1.375277778,1,1,1,1.004358333,1.004316667,1.004316667,0.768888889,0.766666667,0.766666667,1.433333333,1.443611111,1.45,1.183333333,1.183333333,1.166666667,1.183333333,1.183333333,1.166666667,1.354158333,1.356097222,1.356141667,1.354194444,1.354158333,1.354158333,0.911983333,0.911388889,0.910894444,1.4,1.5,1.461388889,0.783333333,0.768888889,0.768611111,0.731388889,0.7,0.734166667,0.768888889,1.108361111,1.108888889,1.381944444,1.388333334,1.394444444
0.82,0.82,0.821791667,1.67,1.55,1.551111111,1.464166667,1.470555556,1.470555556,1.49,1.5,1.5,0.853055555,0.852777778,0.853611111,1.5,1.510277778,1.516666667,1.116666667,1.1,1.116666667,1.115569444,1.115508333,1.115508333,0.853611111,0.85,0.85,1.55,1.566944444,1.566666667,1.3,1.316666667,1.3,1.316666667,1.316666667,1.3,1.504655556,1.504672222,1.504663889,1.502713889,1.502663889,1.502663889,0.994616667,0.993958333,0.993461111,1.6,1.6,1.585,0.866666667,0.855,0.855,0.858333333,0.9,0.861944444,0.855277778,1.230788889,1.230833333,1.523333333,1.529444445,1.537777778
0.91,0.91,0.905138889,1.79,1.67,1.674722222,1.6075,1.613611111,1.613611111,1.63,1.6,1.6,0.938888889,0.938888889,0.938055555,1.633333333,1.653333333,1.659722222,1.233333333,1.216666667,1.216666667,1.224958333,1.226775,1.226775,0.939722222,0.95,0.95,1.683333333,1.690555556,1.7,1.433333334,1.45,1.433333333,1.433333333,1.45,1.433333333,1.669755556,1.669786111,1.669805555,1.667875,1.667852778,1.667852778,1.079130555,1.078455555,1.077952778,1.7,1.7,1.708611111,0.95,0.939444445,0.939166667,0.984166667,1,0.988611111,0.939444444,1.352944444,1.353611111,1.666388889,1.672500001,1.678888889
0.99,0.99,0.987094445,1.92,1.8,1.798333333,1.748611111,1.755,1.755,1.77,1.8,1.8,1.023333333,1.023333333,1.023888889,1.783333333,1.794722222,1.800833333,1.333333333,1.333333333,1.333333333,1.336191667,1.336138889,1.336138889,1.023888889,1.033333333,1.033333333,1.8,1.816111111,1.816666667,1.566666667,1.583333333,1.566666667,1.566666667,1.583333333,1.566666667,1.832791667,1.8328,1.8328,1.830983333,1.830922222,1.830922222,1.161452778,1.160791667,1.160305555,1.8,1.8,1.832222222,1.033333333,1.025555555,1.025277778,1.107777778,1.1,1.112222222,1.025555555,1.475497222,1.475555556,1.8075,1.81388889,1.82
1.07,1.07,1.071902778,2.04,1.92,1.921944444,1.891666667,1.898055556,1.898055556,1.91,1.9,1.9,1.109444444,1.109444445,1.108333333,1.916666667,1.935833333,1.944166667,1.45,1.433333333,1.45,1.447608333,1.447597222,1.447597222,1.108333333,1.116666667,1.116666667,1.933333333,1.939722222,1.933333333,1.7,1.716666667,1.7,1.716666667,1.716666667,1.7,1.993716667,1.993752778,1.995547222,1.993672222,1.993669444,1.993669444,1.245913889,1.245216667,1.244738889,1.9,2,1.955833333,1.116666667,1.11,1.109722222,1.233055555,1.2,1.235555555,1.11,1.597611111,1.597777778,1.950555556,1.956944445,1.963333333
1.15,1.15,1.153413889,2.17,2.05,2.047222222,2.033055556,2.039166667,2.039166667,2.05,2.1,2.1,1.193888889,1.193888889,1.194444444,2.066666667,2.079166667,2.085277778,1.566666667,1.55,1.566666667,1.559163889,1.559108333,1.559108333,1.194444444,1.2,1.2,2.05,2.063333333,2.066666667,1.833333333,1.85,1.833333333,1.833333333,1.85,1.833333333,2.156458333,2.156477778,2.15645,2.154555556,2.156330555,2.156330555,1.328366667,1.327663889,1.327197222,2.1,2.1,2.079444445,1.2,1.194166667,1.195833333,1.356944444,1.4,1.359444444,1.196111111,1.719594444,1.721944444,2.091944444,2.098333334,2.104444445
1.24,1.24,1.234938889,2.29,2.17,2.170833333,2.176111111,2.182222222,2.182222222,2.2,2.2,2.2,1.278333333,1.28,1.278888889,2.2,2.220277778,2.226666667,1.666666667,1.666666667,1.666666667,1.670355555,1.670344444,1.670344444,1.278888889,1.283333333,1.283333333,2.183333333,2.186944444,2.183333333,1.966666667,1.966666667,1.966666667,1.966666667,1.983333333,1.966666667,2.318997222,2.319008333,2.318983333,2.3171,2.317077778,2.317077778,1.4109,1.412136111,1.411627778,2.2,2.2,2.203055556,1.283333333,1.280555556,1.280277778,1.480555556,1.5,1.483055555,1.280555556,1.842066667,1.844444444,2.235277778,2.24138889,2.247777778
1.32,1.32,1.318202778,2.41,2.29,2.294444444,2.317777778,2.323888889,2.323888889,2.34,2.3,2.4,1.364722222,1.364444445,1.365277778,2.35,2.363888889,2.370277778,1.783333333,1.783333333,1.783333333,1.781769444,1.781744444,1.781744444,1.365277778,1.366666666,1.366666666,2.3,2.310277778,2.316666667,2.1,2.1,2.1,2.1,2.116666667,2.1,2.481947222,2.481913889,2.481886111,2.479969444,2.479922222,2.479922222,1.495538889,1.494886111,1.494380555,2.3,2.3,2.326388889,1.366666667,1.364722222,1.364722222,1.604166667,1.6,1.606666667,1.366944444,1.966516667,1.966944444,2.376944444,2.383333334,2.389444444
1.4,1.4,1.399561111,2.54,2.42,2.418055556,2.459166667,2.4675,2.4675,2.48,2.5,2.5,1.448888889,1.448888889,1.449722222,2.483333333,2.505555556,2.512222222,1.9,1.883333333,1.9,1.892905556,1.892930556,1.892930556,1.449444445,1.45,1.45,2.416666667,2.433888889,2.433333333,2.233333334,2.233333334,2.233333333,2.233333333,2.233333333,2.233333333,2.642825,2.644705556,2.644694444,2.642816667,2.642813889,2.642813889,1.57815,1.577425,1.578861111,2.4,2.5,2.451944445,1.466666667,1.451111111,1.450833333,1.727777778,1.7,1.730277778,1.451111111,2.089069444,2.089444445,2.518888889,2.527222223,2.533611111
1.48,1.48,1.482747222,2.66,2.54,2.541666667,2.605833333,2.6125,2.6125,2.63,2.6,2.6,1.535277778,1.535,1.535833333,2.633333333,2.656666667,2.663055556,2,2,2,2.004169445,2.004125,2.004125,1.535833333,1.533333333,1.533333333,2.55,2.5575,2.566666667,2.366666667,2.366666667,2.35,2.366666667,2.366666667,2.366666667,2.805644445,2.805641667,2.805588889,2.805466667,2.805441667,2.805441667,1.662641667,1.662025,1.661555556,2.6,2.6,2.575555556,1.55,1.535555556,1.535555555,1.851388889,1.9,1.853888889,1.535555555,2.21155,2.214444444,2.669722222,2.675833334,2.682222222
1.56,1.56,1.564119445,2.79,2.67,2.665277778,2.751944444,2.76,2.76,2.77,2.8,2.8,1.619722222,1.619444445,1.620277778,2.783333333,2.798333333,2.804444444,2.116666667,2.1,2.116666667,2.115425,2.115419444,2.115419444,1.620277778,1.616666667,1.616666667,2.666666667,2.681111111,2.683333333,2.483333333,2.5,2.483333333,2.5,2.5,2.483333333,2.968561111,2.968572222,2.968572222,2.966641667,2.966577778,2.966577778,1.745233333,1.744533333,1.744008333,2.7,2.7,2.699166667,1.633333333,1.621944444,1.621666667,1.975,2,1.9775,1.621944444,2.336025,2.34,2.811111111,2.819166668,2.825555556
1.65,1.65,1.645558333,2.91,2.79,2.79,2.895277778,2.901666667,2.901666667,2.91,2.9,2.9,1.705833333,1.705833334,1.704722222,2.933333333,2.941388889,2.947777778,2.233333334,2.216666667,2.216666667,2.225119444,2.226963889,2.226963889,1.706666667,1.716666667,1.716666667,2.8,2.806111111,2.816666667,2.616666667,2.633333333,2.616666667,2.633333333,2.633333333,2.616666667,3.136,3.136513889,3.137091667,3.135791667,3.136455555,3.136455555,1.829705555,1.82905,1.828516667,2.8,2.8,2.825,1.716666667,1.706388889,1.706388889,2.098611111,2.1,2.103055556,1.706388889,2.462008333,2.4625,2.954166667,2.960555556,2.966666667
1.73,1.73,1.728969445,3.04,2.92,2.918611111,3.036388889,3.042777778,3.042777778,3.06,3.1,3.1,1.790555555,1.790277778,1.790833333,3.066666667,3.082777778,3.088888889,2.333333333,2.333333333,2.333333333,2.336538889,2.336494444,2.336494444,1.790833333,1.8,1.8,2.933333333,2.936388889,2.933333333,2.75,2.766666667,2.75,2.75,2.766666667,2.75,3.307177778,3.307144444,3.307077778,3.305241667,3.305166667,3.305166667,1.912097222,1.91145,1.910927778,2.9,3,2.9525,1.8,1.7925,1.7925,2.222222222,2.2,2.226388889,1.792777778,2.584388889,2.584444444,3.095555556,3.101944445,3.11
1.81,1.81,1.810397222,3.16,3.04,3.044166667,3.179444444,3.185833333,3.185833333,3.2,3.2,3.2,1.876666667,1.876388889,1.875555555,3.216666667,3.225555556,3.231944444,2.45,2.45,2.45,2.448375,2.448502778,2.448502778,1.875277778,1.883333333,1.883333333,3.05,3.06,3.066666667,2.883333334,2.883333334,2.883333333,2.883333333,2.9,2.883333333,3.470063889,3.470016667,3.470025,3.468144445,3.468177778,3.468177778,1.996708333,1.996019444,1.995580556,3.1,3.1,3.076388889,1.883333333,1.876944445,1.876944444,2.3475,2.4,2.35,1.877222222,2.706519444,2.706944444,3.238611111,3.244722223,3.251111111
1.89,1.89,1.893688889,3.29,3.17,3.168055556,3.320833333,3.327222222,3.327222222,3.34,3.3,3.4,1.961111111,1.960833333,1.961666667,3.35,3.367222222,3.373333333,2.566666667,2.55,2.566666667,2.562941667,2.562919444,2.562919444,1.961388889,1.966666667,1.966666667,3.166666667,3.183888889,3.183333333,3.016666667,3.016666667,3.016666667,3.016666667,3.016666667,3.016666667,3.631541667,3.633444445,3.633405555,3.631608333,3.631605556,3.631605556,2.079319444,2.0786,2.078122222,3.2,3.2,3.2,1.966666667,1.961388889,1.963055556,2.471111111,2.5,2.473611111,1.963333333,2.828813889,2.831111111,3.38,3.38638889,3.3925
1.98,1.98,1.974880556,3.41,3.29,3.291666667,3.464166667,3.470277778,3.470277778,3.48,3.5,3.5,2.049166667,2.049166667,2.046111111,3.5,3.508333333,3.516666667,2.683333333,2.666666667,2.666666667,2.674502778,2.674522222,2.674522222,2.046111111,2.05,2.05,3.3,3.3075,3.316666667,3.15,3.15,3.133333333,3.15,3.15,3.15,3.7948,3.794777778,3.794836111,3.794869445,3.794838889,3.794838889,2.161925,2.163180556,2.162672222,3.3,3.3,3.323611111,2.05,2.048055556,2.048055556,2.594722222,2.6,2.597222222,2.048611111,2.951244444,2.953055556,3.523333333,3.529444445,3.535833333
2.06,2.06,2.0564,3.53,3.42,3.415277778,3.605555556,3.611944444,3.611944444,3.62,3.6,3.6,2.133888889,2.133611111,2.134166667,3.633333333,3.651666667,3.658055556,2.783333333,2.783333333,2.783333333,2.7862,2.786197222,2.786197222,2.134166667,2.133333333,2.133333333,3.416666667,3.431111111,3.433333333,3.266666667,3.283333333,3.266666667,3.283333333,3.283333333,3.283333333,3.957863889,3.957861111,3.9578,3.955975,3.955966667,3.955966667,2.246447222,2.245777778,2.245322222,3.4,3.4,3.449444444,2.133333333,2.134166667,2.135833333,2.718333333,2.7,2.721111111,2.136111111,3.075041667,3.075277778,3.664722222,3.670833334,3.677222222
2.14,2.14,2.139533333,3.66,3.54,3.539166667,3.748611111,3.755,3.755,3.77,3.8,3.8,2.218333333,2.22,2.218888889,3.783333333,3.792777778,3.799166667,2.9,2.883333333,2.9,2.897855556,2.897888889,2.897888889,2.218888889,2.216666667,2.216666667,3.55,3.555,3.55,3.4,3.416666667,3.4,3.416666667,3.416666667,3.4,4.121097222,4.121113889,4.121088889,4.119233333,4.119222222,4.119222222,2.329152778,2.328461111,2.329877778,3.6,3.6,3.573055556,2.233333333,2.220555556,2.220277778,2.844444444,2.8,2.847777778,2.220555556,3.197125,3.197777778,3.807777778,3.814166668,3.820277778
2.22,2.22,2.221183334,3.78,3.66,3.662777778,3.89,3.896111111,3.896111111,3.91,3.9,3.9,2.304722222,2.304444444,2.305277778,3.916666667,3.935833333,3.942222222,3.016666667,3,3,3.009444444,3.009366667,3.009366667,2.305277778,2.316666667,2.316666667,3.666666667,3.678611111,3.683333333,3.533333333,3.55,3.533333333,3.533333333,3.55,3.533333333,4.284311111,4.284344445,4.284333333,4.282433333,4.282472222,4.282472222,2.413536111,2.412819444,2.412347222,3.7,3.7,3.696666667,2.316666667,2.305,2.304722222,2.971666667,3,2.974166667,2.306944444,3.319683333,3.32,3.948888889,3.955000001,3.961388889
2.3,2.3,2.304647222,3.91,3.79,3.786388889,4.031111111,4.039166667,4.039166667,4.05,4.1,4.1,2.389166667,2.389166667,2.389722222,4.066666667,4.077222222,4.083333333,3.116666667,3.116666667,3.116666666,3.121155556,3.121113889,3.121113889,2.389722222,2.4,2.4,3.783333333,3.802222222,3.8,3.666666667,3.683333334,3.666666667,3.683333333,3.683333333,3.666666667,4.44555,4.445505555,4.447430556,4.445461111,4.445425,4.445425,2.496144444,2.495511111,2.494988889,3.8,3.8,3.820277778,2.4,2.391388889,2.391388889,3.095555556,3.1,3.1,2.391388889,3.44195,3.442222222,4.09,4.098333334,4.104444444
2.39,2.39,2.385983333,4.03,3.91,3.91,4.173888889,4.180277778,4.180277778,4.19,4.2,4.2,2.475555555,2.475555556,2.476111111,4.2,4.22,4.226111111,3.233333333,3.216666667,3.233333333,3.232572222,3.232541667,3.232541667,2.476111111,2.483333333,2.483333333,3.916666667,3.927777778,3.933333333,3.8,3.816666667,3.8,3.816666667,3.816666667,3.8,4.608569445,4.608594444,4.608591667,4.606633333,4.608483333,4.608483333,2.5816,2.581138889,2.580958333,3.9,3.9,3.944166667,2.483333333,2.475833333,2.475833333,3.219166667,3.2,3.223611111,2.476111111,3.564347222,3.564444444,4.232777778,4.239166668,4.245277778
2.47,2.47,2.467419445,4.15,4.03,4.033888889,4.315,4.321111111,4.321111111,4.34,4.3,4.3,2.56,2.56,2.560555555,4.35,4.360833333,4.366944444,3.35,3.333333333,3.333333333,3.342319444,3.344188889,3.344188889,2.560555556,2.566666667,2.566666667,4.033333333,4.051388889,4.05,3.933333333,3.95,3.933333333,3.933333333,3.95,3.933333333,4.772008333,4.772033333,4.771991667,4.770188889,4.770183333,4.770183333,2.665413889,2.664766667,2.664255555,4.1,4.1,4.0675,2.566666667,2.562222222,2.562222222,3.344722222,3.3,3.347222222,2.562222222,3.686472222,3.686944444,4.373611111,4.379722223,4.386111111
2.55,2.55,2.550633333,4.28,4.16,4.159166667,4.457777778,4.463888889,4.463888889,4.48,4.5,4.5,2.646388889,2.646111111,2.645,4.483333333,4.501944444,4.510277778,3.45,3.45,3.45,3.454027778,3.453991667,3.453991667,2.646944445,2.65,2.65,4.166666667,4.175,4.183333333,4.066666667,4.066666667,4.066666667,4.066666667,4.083333333,4.066666667,4.935091667,4.935066667,4.9351,4.933133333,4.933075,4.933075,2.831177778,2.830538889,2.830041667,4.2,4.2,4.191388889,2.65,2.646666667,2.646388889,3.468333333,3.5,3.471111111,2.646666667,3.808880555,3.809166667,4.517222222,4.523611112,4.53
2.63,2.63,2.632030556,4.4,4.28,4.283055555,4.601388889,4.608055555,4.608055555,4.62,4.6,4.6,2.730555556,2.730555556,2.731388889,4.633333333,4.651944444,4.659166667,3.566666667,3.566666667,3.566666667,3.565441667,3.5654,3.5654,2.731388889,2.733333333,2.733333333,4.283333333,4.298888889,4.3,4.2,4.2,4.2,4.2,4.2,4.2,5.097338889,5.099425,5.099655555,5.098013889,5.098283333,5.098283333,2.953525,2.952886111,2.952361111,4.3,4.3,4.315,2.733333333,2.733055556,2.732777778,3.592222222,3.6,3.594722222,2.733055555,3.931083333,3.933333333,4.665833333,4.672222223,4.680555556
2.71,2.71,2.715183333,4.53,4.41,4.406666667,4.749722222,4.755833333,4.755833333,4.77,4.8,4.8,2.817222222,2.816944445,2.815833333,4.783333333,4.795833333,4.802222222,3.683333333,3.666666667,3.666666667,3.676763889,3.676772222,3.676772222,2.815833333,2.816666667,2.816666667,4.416666667,4.4225,4.416666667,4.333333333,4.333333333,4.316666667,4.333333333,4.333333333,4.333333333,5.270213889,5.270216667,5.272027778,5.270202778,5.270194444,5.270194444,3.075819444,3.075175,3.074705555,4.4,4.4,4.438611111,2.816666667,2.8175,2.817222222,3.715833333,3.7,3.718333333,2.817777778,4.053433333,4.055555556,4.808611111,4.815000001,4.821111111
2.8,2.8,2.796627778,4.65,4.53,4.530277778,4.890833333,4.896944444,4.896944444,4.91,4.9,4.9,2.901666666,2.901388889,2.902222222,4.916666667,4.936944444,4.943055556,3.8,3.783333333,3.783333333,3.788377778,3.788383333,3.788383333,2.902222222,2.9,2.9,4.533333333,4.546388889,4.55,4.45,4.466666667,4.45,4.466666667,4.466666667,4.45,5.433147222,5.433144445,5.433119444,5.431236111,5.432983333,5.432983333,3.198025,3.197377778,3.196944444,4.5,4.6,4.564166667,2.916666667,2.901944444,2.903611111,3.839444445,3.8,3.841944444,2.903888889,4.177541667,4.178611111,4.949722222,4.956111112,4.962222222
2.92,2.92,2.9182,4.77,4.65,4.654166667,5.033888889,5.04,5.04,5.05,5.1,5.1,2.986111111,2.988055556,2.986666667,5.066666667,5.078055556,5.086388889,3.9,3.9,3.9,3.900058333,3.900047222,3.900047222,2.986666667,2.983333333,2.983333333,4.666666667,4.67,4.666666667,4.583333333,4.6,4.583333333,4.6,4.6,4.583333333,5.595808333,5.595822222,5.595775,5.593922222,5.593902778,5.593902778,3.320425,3.319777778,3.321108333,4.7,4.7,4.688055556,3,2.988333333,2.988333333,3.963055555,4,3.965555556,2.988611111,4.300511111,4.305833333,5.092777778,5.099166668,5.105555556
3.02,3.02,3.021386111,4.9,4.78,4.778055556,5.174722222,5.181111111,5.181111111,5.19,5.2,5.2,3.072777778,3.0725,3.073055555,5.2,5.220833333,5.227222222,4.016666667,4,4.016666667,4.011675,4.011611111,4.011611111,3.073055556,3.083333333,3.083333333,4.783333333,4.794166667,4.8,4.716666667,4.733333333,4.716666667,4.716666667,4.733333333,4.716666667,5.758566667,5.758525,5.758483333,5.756597222,5.756572222,5.756572222,3.442672222,3.443877778,3.443386111,4.8,4.8,4.8125,3.083333333,3.073055556,3.073055556,4.086666667,4.1,4.089444445,3.075277778,4.427808333,4.428055556,5.233888889,5.240000001,5.246388889
3.12,3.12,3.125163889,5.03,4.91,4.906944444,5.317777778,5.323888889,5.323888889,5.34,5.3,5.3,3.157222222,3.157222222,3.157777778,5.35,5.361944444,5.368333333,4.133333333,4.116666667,4.116666667,4.123097222,4.123030555,4.123030555,3.157777778,3.166666667,3.166666667,4.916666667,4.924722222,4.933333333,4.85,4.85,4.85,4.85,4.866666667,4.85,5.919744444,5.921577778,5.921544444,5.919705556,5.919713889,5.919713889,3.566886111,3.566177778,3.565705555,4.9,4.9,4.940833333,3.166666667,3.159444445,3.159166667,4.210555556,4.2,4.215,3.159722222,4.550163889,4.550555555,5.376944444,5.383055556,5.389444444
3.23,3.23,3.224952778,5.15,5.03,5.030555556,5.458888889,5.465277778,5.465277778,5.48,5.5,5.5,3.243888889,3.243611111,3.244166667,5.483333333,5.505277778,5.511388889,4.233333333,4.233333333,4.233333333,4.234788889,4.234719444,4.234719444,3.244166667,3.25,3.25,5.033333333,5.048055556,5.05,4.983333333,4.983333333,4.983333333,4.983333333,4.983333333,4.983333333,6.082413889,6.082416667,6.082425,6.082325,6.082316667,6.082316667,3.688938889,3.688283333,3.687858333,5,5.1,5.064166667,3.25,3.243888889,3.243888889,4.334166667,4.3,4.338611111,3.244166667,4.672666667,4.673055555,5.518055556,5.524444445,5.530555556
3.33,3.33,3.326641667,5.28,5.16,5.155833333,5.6,5.608055555,5.608055555,5.62,5.6,5.6,3.328333333,3.328055556,3.328888889,5.633333333,5.646111111,5.652222222,4.35,4.333333333,4.35,4.344569444,4.346463889,4.346463889,3.328888889,3.333333333,3.333333333,5.166666667,5.171666667,5.166666667,5.116666667,5.116666667,5.116666667,5.116666667,5.116666667,5.116666667,6.245338889,6.245313889,6.245294444,6.243366667,6.243305556,6.243305556,3.811072222,3.810433333,3.809930555,5.2,5.2,5.187777778,3.333333333,3.330555556,3.330277778,4.459722222,4.5,4.462222222,3.330555556,4.794902778,4.795277778,5.658888889,5.667222223,5.673333333
3.43,3.43,3.429611111,5.4,5.28,5.279444444,5.742777778,5.748888889,5.748888889,5.76,5.8,5.8,3.414722222,3.414722222,3.413333333,5.766666667,5.788611111,5.795,4.466666667,4.45,4.45,4.457294444,4.457441667,4.457441667,3.415277778,3.416666667,3.416666667,5.283333333,5.295555556,5.3,5.25,5.25,5.233333333,5.25,5.25,5.25,6.40815,6.408177778,6.408152778,6.406191667,6.406136111,6.406136111,3.933236111,3.932533333,3.932097222,5.3,5.3,5.311666667,3.416666667,3.415,3.414722222,4.583333333,4.6,4.585833333,3.415,4.917341667,4.919444444,5.801666667,5.807777779,5.814166667
